Country_name,Country_code,Days,Cost_of _living,Class,Ticket_price
Afghanistan,4,30,30172.46,0,24540
Aland Islands,248,30,71838.01,0,38000
Albania,8,30,34357.49,0,37154
Algeria,12,30,27494.49,0,38438
Andorra,20,30,59507.98,0,65492
Angola,24,30,71601.5,0,45417
Argentina,32,30,32606.53,0,62791
Armenia,51,30,34172.44,0,32917
Aruba,533,30,75445.23,0,48110
Australia,36,30,71182.29,0,36567
Austria,40,30,72478.63,0,48960
Azerbaijan,31,30,30170.02,0,24369
Bahamas,44,30,81391.7,0,52553
Bahrain,48,30,56825.57,0,55378
Bangladesh,50,30,28880.89,0,55452
Barbados,52,30,82109.74,0,28164
Belarus,112,30,31827.54,0,75954
Belgium,56,30,69195.81,0,67511
Belize,84,30,46246.44,0,87952
Bermuda,60,30,135274.01,0,68229
Bhutan,64,30,40194.04,0,12000
Bolivia,68,30,35957.83,0,171097
Bosnia and Herzegovina,70,30,36929.9,0,103463
Botswana,72,30,38239.82,0,95381
Bouvet Island,74,30,120707.89,0,1223600
Brazil,76,30,34112.01,0,103096
Brunei Darussalam,96,30,46658.58,0,101331
Bulgaria,100,30,37391.87,0,127832
Burkina Faso,854,30,49728.8,0,127835
Cambodia,116,30,43098.64,0,74252
Cameroon,120,30,38864.18,0,68841
Canada,124,30,65491.57,0,92203
Chile,152,30,47227.93,0,107167
China,156,30,40287.44,0,226004
Christmas Island,162,30,27900.66,0,15000
Colombia,170,30,27900.66,0,91259
Congo,178,30,102640,0,115320
Costa Rica,188,30,46783.63,0,104669
Curacao,599,30,66791.39,0,122433
Croatia,191,30,53802.17,0,72995
Cuba,192,30,43442.39,0,152249
Cyprus,196,30,58928.18,0,74746
Czech Republic,203,30,47571.47,0,55511
Denmark,208,30,79921.11,0,96138
Djibouti,262,30,93249.04,0,80372
Dominica,212,30,60183.16,0,98248
Dominican Republic,214,30,38893.38,0,98248
Ecuador,218,30,36447.13,0,63327
Egypt,818,30,27610.03,0,39122
El Salvador,222,30,41284.94,0,99059
Equatorial Guinea,226,30,63803.52,0,192554
Estonia,233,30,53859.47,0,73952
Ethiopia,231,30,51654.9,0,59578
Fiji,242,30,41071.56,0,90434
Finland,246,30,69361.58,0,69657
France,250,30,69810.56,0,64303
French Polynesia,258,30,86590.54,0,193133
French Southern Territories,260,30,65431.63,0,74553
Gabon,266,30,65431.63,0,109193
Gambia,270,30,29545.23,0,386945
Georgia,268,30,29545.23,0,49220
Germany,276,30,66021.44,0,65582
Ghana,288,30,39638.13,0,82580
Gibraltar,292,30,65333.49,0,69989
Greece,300,30,117817.08,0,77153
Guam,316,30,97790.79,0,411822
Guatemala,320,30,42912.5,0,111460
Guernsey,831,30,84035.88,0,90932
Guinea-Bissau,624,30,49785.17,0,141582
Guyana,328,30,49785.17,0,116984
Haiti,332,30,68660.5,0,88519
Honduras,340,30,41156.63,0,87581
Hong Kong,344,30,79458.27,0,104082
Hungary,348,30,42045.09,0,71105
Iceland,352,30,90364.67,0,103878
India,356,30,24036.54,0,0
Indonesia,360,30,33249.63,0,99117
Iran,364,30,34914.69,0,52602
Iraq,368,30,36861.22,0,30629
Ireland,372,30,71416.15,0,67045
Isle of Man,833,30,67790.06,0,37000
Israel,376,30,79400.16,0,71926
Italy,380,30,64136.47,0,85236
Ivory Coast,225,30,53575.33,0,92650
Jamaica,388,30,46828.56,0,94475
Japan,392,30,79483.48,0,92299
Jersey,832,30,84830.81,0,63958
Jordan,400,30,48452.59,0,52330
Kazakhstan,398,30,30572.13,0,54494
Kenya,404,30,35659.44,0,53220
Kosovo,383,30,27550.36,0,75336
Kuwait,414,30,50892.32,0,87942
Kyrgyzstan,417,30,26120.34,0,43825
Latvia,428,30,50168.82,0,81811
Lebanon,422,30,68589.36,0,123964
Liberia,430,30,89557.17,0,53063
Libyan Arab Jamahiriya,434,30,50966.54,0,73088
Liechtenstein,438,30,96495.45,0,84767
Lithuania,440,30,45115.63,0,82760
Luxembourg,442,30,79834.36,0,77050
Macao,446,30,66127.07,0,67973
Madagascar,450,30,28437.5,0,44281
Malawi,454,30,47861.09,0,82114
Malaysia,458,30,33611.88,0,78226
Maldives,462,30,57071.95,0,18090
Malta,470,30,64291.7,0,75961
Mayotte,175,30,79996.47,0,151915
Mexico,484,30,35021.58,0,122361
"Moldova, Republic of",498,30,31764.06,0,54565
Monaco,492,30,118034.36,0,63954
Mongolia,496,30,34701.85,0,414174
Montenegro,499,30,38383.09,0,650001
Morocco,504,30,32036.77,0,167580
Myanmar,104,30,35478.04,0,145700
Nepal,524,30,24641.08,0,26565
Netherlands,528,30,73553.2,0,66093
New Caledonia,540,30,96228.96,0,49000
New Zealand,554,30,68453.46,0,155193
Nicaragua,558,30,39804.01,0,105709
Niger,562,30,54565.98,0,105179
Nigeria,566,30,31677.47,0,108746
North Macedonia,807,30,31978.64,0,50884
Norway,578,30,91890.73,0,32741
Oman,512,30,47876.31,0,44033
Pakistan,586,30,22164.84,0,40681
Palau,585,30,46972.63,0,164987
"Palestinian Territory, Occupied",275,30,51153.3,0,50629
Panama,591,30,50514.3,0,117588
Papua New Guinea,598,30,78070.26,0,361452
Paraguay,600,30,29661.68,0,163160
Peru,604,30,30143.49,0,100844
Philippines,608,30,38161.8,0,367360
Poland,616,30,43220.67,0,60961
Portugal,620,30,45901.4,0,67973
Puerto Rico,630,30,64556.8,0,41191
Qatar,634,30,62108.86,0,27318
Republic Of Congo,242,30,82494.43,0,120173
Romania,642,30,36024.79,0,56346
Russia,643,30,37871.69,0,47201
Rwanda,646,30,32445.46,0,68016
"Saint Helena, Ascension and Tristan da Cunha",654,30,61880.12,0,20294
Saint Vincent and the Grenadines,670,30,60563.36,0,312709
San Marino,674,30,63960.43,0,31214
Saudi Arabia,682,30,63960.43,0,51388
Senegal,686,30,51800.07,0,111087
Serbia,688,30,36382.1,0,86750
Seychelles,690,30,64062.71,0,87469
Singapore,702,30,70691.2,0,79847
Slovakia,703,30,46750.14,0,58907
Somalia,706,30,33407.13,0,63722
South Africa,710,30,43692.25,0,56121
South Korea,82,30,72555.22,0,89883
Spain,724,30,52526.1,0,59779
Sri Lanka,144,30,26917.74,0,23000
Sudan,736,30,40309.91,0,56772
Suriname,740,30,47561.92,0,178819
Sweden,752,30,69468.16,0,71233
Switzerland,756,30,116365.41,0,57064
Syrian Arab Republic,760,30,26859.5,0,108926
Taiwan,158,30,59955.47,0,77684
Tajikistan,762,30,29034.12,0,50818
"Tanzania, United Republic of",834,30,34449.61,0,63276
Thailand,764,30,40661.6,0,58849
Timor-Leste,626,30,55392.69,0,82788
Trinidad and Tobago,780,30,51420.87,0,85897
Tunisia,788,30,26640.5,0,65573
Turkey,792,30,30320.07,0,40501
Turkmenistan,795,30,130303.42,0,42222
Uganda,800,30,35179.9,0,65509
Ukraine,804,30,30907.35,0,46772
United Arab Emirates,784,30,61880.9,0,18722
United Kingdom,826,30,65403.22,0,60585
United States Of America,840,30,68323.41,0,61922
Uruguay,858,30,49302.14,0,79401
Uzbekistan,860,30,28145.43,0,61394
Vanuatu,548,30,75324.16,0,22000
Venezuela,862,30,37430.8,0,171655
Vietnam,704,30,32664.95,0,65696
Yemen,887,30,49811.41,0,0
Zambia,894,30,35024.37,0,91367
Zimbabwe,716,30,43567.52,0,90230
Afghanistan,4,15,15086.23,1,54400
Aland Islands,248,15,35919.005,1,433010
Albania,8,15,17178.745,1,140201
Algeria,12,15,13747.245,1,116874
Andorra,20,15,29753.99,1,221880
Angola,24,15,35800.75,1,16254
Argentina,32,15,16303.265,1,293260
Armenia,51,15,17086.22,1,22962
Aruba,533,15,37722.615,1,31820
Australia,36,15,35591.145,1,77890
Austria,40,15,36239.315,1,113606
Azerbaijan,31,15,15085.01,1,116659
Bahamas,44,15,40695.85,1,251587
Bahrain,48,15,28412.785,1,62901
Bangladesh,50,15,14440.445,1,294036
Barbados,52,15,41054.87,1,495061
Belarus,112,15,15913.77,1,125818
Belgium,56,15,34597.905,1,133558
Belize,84,15,23123.22,1,207518
Bermuda,60,15,67637.005,1,224374
Bhutan,64,15,20097.02,1,245788
Bolivia,68,15,17978.915,1,552034
Bosnia and Herzegovina,70,15,18464.95,1,98040
Botswana,72,15,19119.91,1,172946
Bouvet Island,74,15,60353.945,1,254320
Brazil,76,15,17056.005,1,200726
Brunei Darussalam,96,15,23329.29,1,195000
Bulgaria,100,15,18695.935,1,109306
Burkina Faso,854,15,24864.4,1,182148
Cambodia,116,15,21549.32,1,716466
Cameroon,120,15,19432.09,1,184470
Canada,124,15,32745.785,1,207862
Chile,152,15,23613.965,1,200208
China,156,15,20143.72,1,926994
Christmas Island,162,15,13950.33,1,45000
Colombia,170,15,13950.33,1,182320
Congo,178,15,51320,1,260494
Costa Rica,188,15,23391.815,1,17716
Curacao,599,15,33395.695,1,200294
Croatia,191,15,26901.085,1,123840
Cuba,192,15,21721.195,1,223550
Cyprus,196,15,29464.09,1,130634
Czech Republic,203,15,23785.735,1,110424
Denmark,208,15,39960.555,1,78260
Djibouti,262,15,46624.52,1,131838
Dominica,212,15,30091.58,1,274684
Dominican Republic,214,15,19446.69,1,203390
Ecuador,218,15,18223.565,1,182234
Egypt,818,15,13805.015,1,96234
El Salvador,222,15,20642.47,1,197370
Equatorial Guinea,226,15,31901.76,1,163974
Estonia,233,15,26929.735,1,143200
Ethiopia,231,15,25827.45,1,198918
Fiji,242,15,20535.78,1,140060
Finland,246,15,34680.79,1,95116
France,250,15,34905.28,1,112144
French Polynesia,258,15,43295.27,1,1367056
French Southern Territories,260,15,32715.815,1,138000
Gabon,266,15,32715.815,1,140094
Gambia,270,15,14772.615,1,210528
Georgia,268,15,14772.615,1,117820
Germany,276,15,33010.72,1,111026
Ghana,288,15,19819.065,1,115068
Gibraltar,292,15,32666.745,1,125044
Greece,300,15,58908.54,1,123840
Guam,316,15,48895.395,1,410908
Guatemala,320,15,21456.25,1,184212
Guernsey,831,15,42017.94,1,141126
Guinea-Bissau,624,15,24892.585,1,180000
Guyana,328,15,24892.585,1,237876
Haiti,332,15,34330.25,1,26574
Honduras,340,15,20578.315,1,81700
Hong Kong,344,15,39729.135,1,164550
Hungary,348,15,21022.545,1,144824
Iceland,352,15,45182.335,1,397062
India,356,15,12018.27,1,0
Indonesia,360,15,16624.815,1,545928
Iran,364,15,17457.345,1,83447
Iraq,368,15,18430.61,1,67000
Ireland,372,15,35708.075,1,132440
Isle of Man,833,15,33895.03,1,59254
Israel,376,15,39700.08,1,202530
Italy,380,15,32068.235,1,90214
Ivory Coast,225,15,26787.665,1,140982
Jamaica,388,15,23414.28,1,182901
Japan,392,15,39741.74,1,128202
Jersey,832,15,42415.405,1,138267
Jordan,400,15,24226.295,1,146360
Kazakhstan,398,15,15286.065,1,139480
Kenya,404,15,17829.72,1,89433
Kosovo,383,15,13775.18,1,96087
Kuwait,414,15,25446.16,1,150759
Kyrgyzstan,417,15,13060.17,1,137881
Latvia,428,15,25084.41,1,88695
Lebanon,422,15,34294.68,1,160435
Liberia,430,15,44778.585,1,180181
Libyan Arab Jamahiriya,434,15,25483.27,1,120000
Liechtenstein,438,15,48247.725,1,118460
Lithuania,440,15,22557.815,1,124085
Luxembourg,442,15,39917.18,1,112315
Macao,446,15,33063.535,1,89000
Madagascar,450,15,14218.75,1,571085
Malawi,454,15,23930.545,1,152676
Malaysia,458,15,16805.94,1,272339
Maldives,462,15,28535.975,1,72880
Malta,470,15,32145.85,1,87116
Mayotte,175,15,39998.235,1,394738
Mexico,484,15,17510.79,1,205728
"Moldova, Republic of",498,15,15882.03,1,126064
Monaco,492,15,59017.18,1,108035
Mongolia,496,15,17350.925,1,61222
Montenegro,499,15,19191.545,1,123268
Morocco,504,15,16018.385,1,198760
Myanmar,104,15,17739.02,1,170000
Nepal,524,15,12320.54,1,76000
Netherlands,528,15,36776.6,1,91429
New Caledonia,540,15,48114.48,1,70000
New Zealand,554,15,34226.73,1,668667
Nicaragua,558,15,19902.005,1,262063
Niger,562,15,27282.99,1,145940
Nigeria,566,15,15838.735,1,145940
North Macedonia,807,15,15989.32,1,168695
Norway,578,15,45945.365,1,126518
Oman,512,15,23938.155,1,47220
Pakistan,586,15,11082.42,1,49000
Palau,585,15,23486.315,1,18999
"Palestinian Territory, Occupied",275,15,25576.65,1,163163
Panama,591,15,25257.15,1,187795
Papua New Guinea,598,15,39035.13,1,831685
Paraguay,600,15,14830.84,1,246961
Peru,604,15,15071.745,1,18595
Philippines,608,15,19080.9,1,508026
Poland,616,15,21610.335,1,121809
Portugal,620,15,22950.7,1,112315
Puerto Rico,630,15,32278.4,1,163779
Qatar,634,15,31054.43,1,38131
Republic Of Congo,242,15,41247.215,1,173001
Romania,642,15,18012.395,1,109809
Russia,643,15,18935.845,1,112871
Rwanda,646,15,16222.73,1,129426
"Saint Helena, Ascension and Tristan da Cunha",654,15,30940.06,1,40000
Saint Vincent and the Grenadines,670,15,30281.68,1,257418
San Marino,674,15,31980.215,1,417250
Saudi Arabia,682,15,31980.215,1,136931
Senegal,686,15,25900.035,1,280528
Serbia,688,15,18191.05,1,124094
Seychelles,690,15,32031.355,1,179124
Singapore,702,15,35345.6,1,221805
Slovakia,703,15,23375.07,1,89000
Somalia,706,15,16703.565,1,120000
South Africa,710,15,21846.125,1,200394
South Korea,82,15,36277.61,1,279659
Spain,724,15,26263.05,1,112315
Sri Lanka,144,15,13458.87,1,27816
Sudan,736,15,20154.955,1,75000
Suriname,740,15,23780.96,1,269876
Sweden,752,15,34734.08,1,100479
Switzerland,756,15,58182.705,1,109157
Syrian Arab Republic,760,15,13429.75,1,117600
Taiwan,158,15,29977.735,1,261890
Tajikistan,762,15,14517.06,1,80000
"Tanzania, United Republic of",834,15,17224.805,1,139656
Thailand,764,15,20330.8,1,203573
Timor-Leste,626,15,27696.345,1,120000
Trinidad and Tobago,780,15,25710.435,1,315379
Tunisia,788,15,13320.25,1,140202
Turkey,792,15,15160.035,1,124075
Turkmenistan,795,15,65151.71,1,78000
Uganda,800,15,17589.95,1,112334
Ukraine,804,15,15453.675,1,112315
United Arab Emirates,784,15,30940.45,1,337871
United Kingdom,826,15,32701.61,1,108817
United States Of America,840,15,34161.705,1,246961
Uruguay,858,15,24651.07,1,130220
Uzbekistan,860,15,14072.715,1,168755
Vanuatu,548,15,37662.08,1,40000
Venezuela,862,15,18715.4,1,272598
Vietnam,704,15,16332.475,1,198775
Yemen,887,15,24905.705,1,0
Zambia,894,15,17512.185,1,144491
Zimbabwe,716,15,21783.76,1,195599
Afghanistan,4,7,7543.115,2,39400
Aland Islands,248,7,17959.5025,2,418010
Albania,8,7,8589.3725,2,125201
Algeria,12,7,6873.6225,2,101874
Andorra,20,7,14876.995,2,206880
Angola,24,7,17900.375,2,111254
Argentina,32,7,8151.6325,2,278260
Armenia,51,7,8543.11,2,97962
Aruba,533,7,18861.3075,2,16820
Australia,36,7,17795.5725,2,62890
Austria,40,7,18119.6575,2,98606
Azerbaijan,31,7,7542.505,2,101659
Bahamas,44,7,20347.925,2,236587
Bahrain,48,7,14206.3925,2,57901
Bangladesh,50,7,7220.2225,2,179036
Barbados,52,7,20527.435,2,180061
Belarus,112,7,7956.885,2,110818
Belgium,56,7,17298.9525,2,118558
Belize,84,7,11561.61,2,142518
Bermuda,60,7,33818.5025,2,109374
Bhutan,64,7,10048.51,2,130788
Bolivia,68,7,8989.4575,2,337034
Bosnia and Herzegovina,70,7,9232.475,2,83040
Botswana,72,7,9559.955,2,157946
Bouvet Island,74,7,30176.9725,2,239320
Brazil,76,7,8528.0025,2,185726
Brunei Darussalam,96,7,11664.645,2,180000
Bulgaria,100,7,9347.9675,2,94306
Burkina Faso,854,7,12432.2,2,167148
Cambodia,116,7,10774.66,2,701466
Cameroon,120,7,9716.045,2,169470
Canada,124,7,16372.8925,2,192862
Chile,152,7,11806.9825,2,185208
China,156,7,10071.86,2,911994
Christmas Island,162,7,6975.165,2,30000
Colombia,170,7,6975.165,2,167320
Congo,178,7,25660,2,245494
Costa Rica,188,7,11695.9075,2,2716
Curacao,599,7,16697.8475,2,185294
Croatia,191,7,13450.5425,2,108840
Cuba,192,7,10860.5975,2,208550
Cyprus,196,7,14732.045,2,115634
Czech Republic,203,7,11892.8675,2,95424
Denmark,208,7,19980.2775,2,63260
Djibouti,262,7,23312.26,2,116838
Dominica,212,7,15045.79,2,259684
Dominican Republic,214,7,9723.345,2,188390
Ecuador,218,7,9111.7825,2,167234
Egypt,818,7,6902.5075,2,81234
El Salvador,222,7,10321.235,2,182370
Equatorial Guinea,226,7,15950.88,2,148974
Estonia,233,7,13464.8675,2,128200
Ethiopia,231,7,12913.725,2,183918
Fiji,242,7,10267.89,2,125060
Finland,246,7,17340.395,2,80116
France,250,7,17452.64,2,97144
French Polynesia,258,7,21647.635,2,1352056
French Southern Territories,260,7,16357.9075,2,123000
Gabon,266,7,16357.9075,2,125094
Gambia,270,7,7386.3075,2,195528
Georgia,268,7,7386.3075,2,102820
Germany,276,7,16505.36,2,96026
Ghana,288,7,9909.5325,2,100068
Gibraltar,292,7,16333.3725,2,110044
Greece,300,7,29454.27,2,108840
Guam,316,7,24447.6975,2,395908
Guatemala,320,7,10728.125,2,169212
Guernsey,831,7,21008.97,2,126126
Guinea-Bissau,624,7,12446.2925,2,165000
Guyana,328,7,12446.2925,2,222876
Haiti,332,7,17165.125,2,11574
Honduras,340,7,10289.1575,2,66700
Hong Kong,344,7,19864.5675,2,149550
Hungary,348,7,10511.2725,2,129824
Iceland,352,7,22591.1675,2,382062
India,356,7,6009.135,2,-15000
Indonesia,360,7,8312.4075,2,530928
Iran,364,7,8728.6725,2,68447
Iraq,368,7,9215.305,2,52000
Ireland,372,7,17854.0375,2,117440
Isle of Man,833,7,16947.515,2,44254
Israel,376,7,19850.04,2,187530
Italy,380,7,16034.1175,2,75214
Ivory Coast,225,7,13393.8325,2,125982
Jamaica,388,7,11707.14,2,167901
Japan,392,7,19870.87,2,113202
Jersey,832,7,21207.7025,2,123267
Jordan,400,7,12113.1475,2,131360
Kazakhstan,398,7,7643.0325,2,124480
Kenya,404,7,8914.86,2,74433
Kosovo,383,7,6887.59,2,81087
Kuwait,414,7,12723.08,2,135759
Kyrgyzstan,417,7,6530.085,2,122881
Latvia,428,7,12542.205,2,73695
Lebanon,422,7,17147.34,2,145435
Liberia,430,7,22389.2925,2,165181
Libyan Arab Jamahiriya,434,7,12741.635,2,105000
Liechtenstein,438,7,24123.8625,2,103460
Lithuania,440,7,11278.9075,2,109085
Luxembourg,442,7,19958.59,2,97315
Macao,446,7,16531.7675,2,74000
Madagascar,450,7,7109.375,2,556085
Malawi,454,7,11965.2725,2,137676
Malaysia,458,7,8402.97,2,257339
Maldives,462,7,14267.9875,2,57880
Malta,470,7,16072.925,2,72116
Mayotte,175,7,19999.1175,2,379738
Mexico,484,7,8755.395,2,190728
"Moldova, Republic of",498,7,7941.015,2,111064
Monaco,492,7,29508.59,2,93035
Mongolia,496,7,8675.4625,2,46222
Montenegro,499,7,9595.7725,2,108268
Morocco,504,7,8009.1925,2,183760
Myanmar,104,7,8869.51,2,155000
Nepal,524,7,6160.27,2,61000
Netherlands,528,7,18388.3,2,76429
New Caledonia,540,7,24057.24,2,55000
New Zealand,554,7,17113.365,2,653667
Nicaragua,558,7,9951.0025,2,247063
Niger,562,7,13641.495,2,130940
Nigeria,566,7,7919.3675,2,130940
North Macedonia,807,7,7994.66,2,153695
Norway,578,7,22972.6825,2,111518
Oman,512,7,11969.0775,2,32220
Pakistan,586,7,5541.21,2,34000
Palau,585,7,11743.1575,2,3999
"Palestinian Territory, Occupied",275,7,12788.325,2,148163
Panama,591,7,12628.575,2,172795
Papua New Guinea,598,7,19517.565,2,816685
Paraguay,600,7,7415.42,2,231961
Peru,604,7,7535.8725,2,3595
Philippines,608,7,9540.45,2,493026
Poland,616,7,10805.1675,2,106809
Portugal,620,7,11475.35,2,97315
Puerto Rico,630,7,16139.2,2,148779
Qatar,634,7,15527.215,2,23131
Republic Of Congo,242,7,20623.6075,2,158001
Romania,642,7,9006.1975,2,94809
Russia,643,7,9467.9225,2,97871
Rwanda,646,7,8111.365,2,114426
"Saint Helena, Ascension and Tristan da Cunha",654,7,15470.03,2,25000
Saint Vincent and the Grenadines,670,7,15140.84,2,242418
San Marino,674,7,15990.1075,2,402250
Saudi Arabia,682,7,15990.1075,2,121931
Senegal,686,7,12950.0175,2,265528
Serbia,688,7,9095.525,2,109094
Seychelles,690,7,16015.6775,2,164124
Singapore,702,7,17672.8,2,206805
Slovakia,703,7,11687.535,2,74000
Somalia,706,7,8351.7825,2,105000
South Africa,710,7,10923.0625,2,185394
South Korea,82,7,18138.805,2,264659
Spain,724,7,13131.525,2,97315
Sri Lanka,144,7,6729.435,2,12816
Sudan,736,7,10077.4775,2,60000
Suriname,740,7,11890.48,2,254876
Sweden,752,7,17367.04,2,85479
Switzerland,756,7,29091.3525,2,94157
Syrian Arab Republic,760,7,6714.875,2,102600
